"file","specimen_uid","specimen_id","city","urbanity_code","urbanity","site_letter","site","location","species_code","species","side","wing","photo_rep","digit_rep"
"08-ZHUB-P-RF1.txt","ZH_U_B_08_P","08","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"08-ZHUC-P-LF1.txt","ZH_U_C_08_P","08","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"08-ZHUC-P-RF1.txt","ZH_U_C_08_P","08","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"09-ZHRE-P-LF1_rep.txt","ZH_R_E_09_P","09","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,2
"09-ZHRE-P-LF1.txt","ZH_R_E_09_P","09","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"09-ZHRE-P-LF2.txt","ZH_R_E_09_P","09","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",2,1
"09-ZHRE-P-RF1_rep.txt","ZH_R_E_09_P","09","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,2
"09-ZHRE-P-RF1.txt","ZH_R_E_09_P","09","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"09-ZHRE-P-RF2.txt","ZH_R_E_09_P","09","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",2,1
"09-ZHRF-P-LF1.txt","ZH_R_F_09_P","09","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"09-ZHRF-P-RF1.txt","ZH_R_F_09_P","09","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"09-ZHUA-P-LF1_rep.txt","ZH_U_A_09_P","09","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,2
"09-ZHUA-P-LF1.txt","ZH_U_A_09_P","09","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"09-ZHUA-P-LF2.txt","ZH_U_A_09_P","09","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",2,1
"09-ZHUA-P-RF1_rep.txt","ZH_U_A_09_P","09","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,2
"09-ZHUA-P-RF1.txt","ZH_U_A_09_P","09","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"09-ZHUA-P-RF2.txt","ZH_U_A_09_P","09","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",2,1
"09-ZHUB-P-LF1.txt","ZH_U_B_09_P","09","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"09-ZHUB-P-RF1.txt","ZH_U_B_09_P","09","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"10-ZHRD-P-LF1_rep.txt","ZH_R_D_10_P","10","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,2
"10-ZHRD-P-LF1.txt","ZH_R_D_10_P","10","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"10-ZHRD-P-LF2.txt","ZH_R_D_10_P","10","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Left","Forewing",2,1
"10-ZHRD-P-RF1_rep.txt","ZH_R_D_10_P","10","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,2
"10-ZHRD-P-RF1.txt","ZH_R_D_10_P","10","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"10-ZHRD-P-RF2.txt","ZH_R_D_10_P","10","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Right","Forewing",2,1
"10-ZHRE-P-LF1.txt","ZH_R_E_10_P","10","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"10-ZHRE-P-RF1.txt","ZH_R_E_10_P","10","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"10-ZHUA-P-LF1.txt","ZH_U_A_10_P","10","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"10-ZHUA-P-RF1.txt","ZH_U_A_10_P","10","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"10-ZHUC-P-LF1.txt","ZH_U_C_10_P","10","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"10-ZHUC-P-RF1.txt","ZH_U_C_10_P","10","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"11-ZHRD-P-LF1.txt","ZH_R_D_11_P","11","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"11-ZHRD-P-RF1.txt","ZH_R_D_11_P","11","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"11-ZHRE-P-LF1.txt","ZH_R_E_11_P","11","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"11-ZHRE-P-RF1.txt","ZH_R_E_11_P","11","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"11-ZHRF-P-LF1.txt","ZH_R_F_11_P","11","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"11-ZHRF-P-RF1.txt","ZH_R_F_11_P","11","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"11-ZHUA-P-LF1.txt","ZH_U_A_11_P","11","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"11-ZHUA-P-RF1.txt","ZH_U_A_11_P","11","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"11-ZHUC-P-LF1_rep.txt","ZH_U_C_11_P","11","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,2
"11-ZHUC-P-LF1.txt","ZH_U_C_11_P","11","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"11-ZHUC-P-LF2.txt","ZH_U_C_11_P","11","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",2,1
"11-ZHUC-P-RF1_rep.txt","ZH_U_C_11_P","11","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,2
"11-ZHUC-P-RF1.txt","ZH_U_C_11_P","11","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"11-ZHUC-P-RF2.txt","ZH_U_C_11_P","11","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",2,1
"12-ZHRD-P-LF1.txt","ZH_R_D_12_P","12","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"12-ZHRD-P-RF1.txt","ZH_R_D_12_P","12","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"12-ZHRE-P-LF1.txt","ZH_R_E_12_P","12","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"12-ZHRE-P-RF1.txt","ZH_R_E_12_P","12","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"12-ZHRF-P-LF1.txt","ZH_R_F_12_P","12","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"12-ZHRF-P-RF1.txt","ZH_R_F_12_P","12","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"12-ZHUA-P-LF1.txt","ZH_U_A_12_P","12","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"12-ZHUA-P-RF1.txt","ZH_U_A_12_P","12","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"12-ZHUC-P-LF1_rep.txt","ZH_U_C_12_P","12","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,2
"12-ZHUC-P-LF1.txt","ZH_U_C_12_P","12","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"12-ZHUC-P-LF2.txt","ZH_U_C_12_P","12","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",2,1
"12-ZHUC-P-RF1_rep.txt","ZH_U_C_12_P","12","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,2
"12-ZHUC-P-RF1.txt","ZH_U_C_12_P","12","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"12-ZHUC-P-RF2.txt","ZH_U_C_12_P","12","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",2,1
"13-ZHRD-P-LF1.txt","ZH_R_D_13_P","13","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"13-ZHRD-P-RF1.txt","ZH_R_D_13_P","13","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"13-ZHRE-P-LF1.txt","ZH_R_E_13_P","13","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"13-ZHRE-P-RF1.txt","ZH_R_E_13_P","13","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
